image,gender,occasion,full_body,lower_body,upper_body,outerwear,colour_bottom,colour_top,neckline,upper_body_length,lower_body_length,closure_type,sleeve_length,full_body_bbox,upper_body_bbox,lower_body_bbox,age_group,age,cluster,validation_type
Sports29,male,Sports,,shorts,t_shirt,,red,red,round_neck,hip_length,knee_length,pullover,short,,"[73.534645, 40.69131, 150.4389, 162.75659]","[91.58514, 157.06984, 143.72139, 182.10536]",16-20,16,3,random_check
wedding (126),male,Wedding,,pants/trousers,shirt_blouse,coat,white,multi,collar,hip_length,full_length,button,long,,"[112.32559, 211.45168, 284.36078, 443.5441]","[136.47224, 369.14145, 250.95374, 629.25415]",16-20,17,0,rule_based
Travel490,female,Travel,jump_suit,,,,,white,round_neck,below_knee,,pullover,sleeveless,"[121.04895, 177.99905, 307.7761, 496.28638]",,,26-30,26,1,rule_based
party (146),female,Party,,skirt,top_others,,red,blue,round_neck,hip_length,full_length,pullover,short,,"[174.62967, 187.91324, 354.80954, 681.0967]","[71.7592, 444.40646, 228.55147, 677.7807]",16-20,16,2,rule_based
Travel63,male,Travel,,jeans,t_shirt,jacket,grey,navy,round_neck,hip_length,full_length,pullover,long,,"[136.03108, 136.56985, 337.20786, 368.27258]","[195.0338, 310.946, 298.13852, 567.316]",21-25,22,0,rule_based
wedding (17),male,Wedding,,jeans,t_shirt,blazer,white,multi,collar,hip_length,full_length,button,long,,"[131.27501, 137.50658, 357.1589, 603.1422]","[23.988192, 151.18236, 429.0815, 657.0337]",16-20,17,0,rule_based
Travel377,male,Travel,,pants/trousers,,jacket,black,green,turtleneck,hip_length,full_length,zip,long,,"[345.55945, 309.94058, 716.6876, 839.9409]","[401.5885, 744.8556, 653.2549, 1169.3503]",16-20,19,0,random_check
party (55),male,Party,,pants/trousers,t_shirt,coat,black,black,turtleneck,hip_length,full_length,pullover,long,,"[55.6851, 104.70119, 259.9764, 396.86172]","[89.06824, 384.63644, 238.23746, 592.4031]",16-20,19,0,rule_based
Sports77,female,Sports,,athletic_pants,t_shirt,,black,black,round_neck,hip_length,full_length,pullover,long,,"[163.04903, 256.4859, 313.61862, 643.0917]","[209.36803, 643.1058, 301.82816, 708.2642]",16-20,18,3,rule_based
dating (202),female,Dating,,pants/trousers,shirt_blouse,,black,white,collar,hip_length,full_length,button,long,,"[433.54767, 330.11832, 738.06696, 682.6069]","[409.14224, 519.3255, 701.3718, 1058.0073]",21-25,24,2,rule_based
Travel293,female,Travel,,skirt,top_others,jacket,white,silver,round_neck,hip_length,knee_length,pullover,long,,"[449.66614, 737.2107, 671.1642, 1103.7332]","[508.77048, 1197.9543, 623.9448, 1329.6432]",26-30,28,2,rule_based
wedding (121),male,Wedding,,pants/trousers,top_others,coat,white,multi,collar,hip_length,full_length,button,long,,"[124.73294, 200.34, 303.0889, 538.5363]","[129.15645, 521.63196, 267.99353, 644.33386]",16-20,20,0,rule_based
office182,male,Office,,jeans,shirt_blouse,,navy,pink,collar,hip_length,full_length,button,long,,"[97.90067, 58.9951, 227.84615, 222.88844]","[116.952995, 213.78888, 207.93489, 396.66406]",31-40,36,0,rule_based
wedding (173),female,Wedding,dress,,,,,red,off_shoulder,below_knee,,pullover,sleeveless,"[176.6278, 200.18306, 289.17728, 503.0778]",,,26-30,29,1,random_check
party (337),female,Party,,pants/trousers,top_others,,black,white,round_neck,hip_length,thigh_length,pullover,sleeveless,,"[240.29282, 201.56494, 476.9245, 536.61816]","[229.86636, 462.701, 572.378, 1119.1545]",26-30,27,2,rule_based
dating (73),female,Dating,,jeans,top_others,,blue,blue,v_neck,hip_length,thigh_length,pullover,three_quarter,,"[245.78535, 247.9363, 669.005, 781.1356]","[323.85452, 707.2307, 643.8091, 1224.9193]",26-30,28,2,rule_based
Travel103,male,Travel,,pants/trousers,shirt_blouse,,black,black,collar,hip_length,full_length,button,three_quarter,,"[125.680565, 107.34791, 349.62228, 310.98398]","[161.64864, 306.14978, 309.55566, 649.9953]",16-20,17,0,rule_based
Sports244,female,Sports,,leggings,top_others,,grey,grey,round_neck,crop,full_length,pullover,sleeveless,,"[442.36926, 275.4204, 623.0031, 442.2635]","[383.5771, 539.4924, 642.4971, 1188.1173]",16-20,17,3,rule_based
dating (225),female,Dating,dress,,,,,white,turtleneck,thigh_length,,pullover,long,"[399.41916, 431.54742, 667.5404, 849.04034]",,,21-25,21,1,rule_based
prom035,male,Prom,,pants/trousers,shirt_blouse,coat,black,black,collar,hip_length,full_length,button,long,,"[104.52844, 77.81376, 244.70074, 285.81274]","[127.253006, 234.02759, 223.06302, 466.469]",16-20,17,0,rule_based
Travel190,male,Travel,,athletic_pants,t_shirt,,black,black,round_neck,hip_length,full_length,pullover,short,,"[425.2065, 320.8961, 816.17535, 822.37555]","[455.49677, 790.4743, 762.0545, 1138.3434]",31-40,32,0,rule_based
party (208),male,Party,,jeans,t_shirt,jacket,black,black,round_neck,hip_length,full_length,pullover,long,,"[194.04448, 102.178154, 415.20175, 329.59857]","[247.99315, 317.43503, 375.06888, 457.2423]",21-25,25,0,rule_based
office247,female,Office,,skirt,top_others,coat,purple,black,round_neck,hip_length,knee_length,pullover,long,,"[387.6182, 236.60435, 796.7973, 720.9808]","[437.06952, 493.7027, 755.8438, 1001.2251]",26-30,29,0,rule_based
office256,female,Office,dress,,,,,navy,collar,thigh_length,,zip,long,"[347.60934, 214.16905, 727.46686, 861.3743]",,,26-30,27,1,random_check
Travel348,female,Travel,dress,,,,,yellow,round_neck,thigh_length,,pullover,three_quarter,"[496.71188, 618.9559, 669.30273, 887.2689]",,,16-20,19,1,random_check
party (52),female,Party,,skirt,top_others,,green,white,turtleneck,hip_length,thigh_length,pullover,long,,"[48.605534, 183.32736, 388.22177, 594.9818]","[62.642017, 391.61523, 350.95618, 686.61536]",16-20,18,2,random_check
dating (297),female,Dating,dress,,,,,pink,off_shoulder,thigh_length,,pullover,short,"[235.95789, 127.40892, 404.25897, 406.3205]",,,31-40,35,1,random_check
prom116,male,Prom,,pants/trousers,shirt_blouse,coat,black,red,collar,hip_length,full_length,button,long,,"[120.28379, 95.53443, 300.1847, 337.59402]","[152.78479, 285.12802, 276.76263, 568.97394]",16-20,20,0,rule_based
wedding (126),male,Wedding,,pants/trousers,shirt_blouse,coat,white,multi,collar,hip_length,full_length,button,long,,"[112.32559, 211.45168, 284.36078, 443.5441]","[136.47224, 369.14145, 250.95374, 629.25415]",16-20,17,0,rule_based
Travel423,male,Travel,,shorts,shirt_blouse,,white,red,collar,hip_length,thigh_length,button,short,,"[83.86162, 92.46534, 242.56729, 261.04105]","[101.53122, 233.83145, 200.08675, 309.39072]",31-40,36,0,random_check
wedding (278),female,Wedding,dress,,,,,black,v_neck,thigh_length,,pullover,short,"[160.36018, 116.95044, 314.35574, 370.72244]",,,31-40,31,1,rule_based
party (212),female,Party,,skirt,top_others,,black,red,off_shoulder,crop,thigh_length,pullover,sleeveless,,"[173.48994, 312.0447, 483.6954, 579.24255]","[183.33507, 503.96277, 442.25473, 765.5227]",26-30,30,1,rule_based
party (27),male,Party,,pants/trousers,shirt_blouse,coat,black,white,collar,hip_length,full_length,pullover,long,,"[122.107666, 102.80034, 302.41013, 314.79752]","[146.05731, 243.10153, 292.6397, 544.5743]",16-20,18,0,rule_based
dating (271),female,Dating,,shorts,top_others,,white,pink,v_neck,hip_length,extra_short,pullover,long,,"[461.8609, 635.83765, 720.28467, 847.023]","[482.49905, 776.72784, 625.13873, 941.1798]",26-30,30,2,rule_based
Travel352,male,Travel,,pants/trousers,tank_top,,grey,white,round_neck,hip_length,full_length,pullover,sleeveless,,"[140.03154, 147.46909, 298.22147, 413.10254]","[128.0228, 366.08395, 276.74033, 653.91046]",21-25,23,2,rule_based
Travel88,female,Travel,,jeans,top_others,cardigan,navy,grey,round_neck,hip_length,full_length,pullover,long,,"[178.91083, 164.90454, 314.2125, 380.18317]","[269.52493, 270.25488, 412.07874, 637.96765]",21-25,24,2,rule_based
Travel367,female,Travel,,pants/trousers,t_shirt,coat,black,multi,round_neck,knee_length,full_length,pullover,long,,"[332.68576, 256.39352, 1030.8325, 965.2324]","[669.9073, 957.5242, 815.735, 1245.151]",16-20,19,2,rule_based
wedding (87),male,Wedding,,pants/trousers,shirt_blouse,coat,brown,brown,collar,hip_length,full_length,button,long,,"[173.79489, 183.53795, 366.71466, 409.6443]","[199.05602, 377.88553, 334.11948, 640.0227]",26-30,29,0,random_check
Sports130,male,Sports,,leggings,t_shirt,,black,pink,round_neck,hip_length,full_length,pullover,short,,"[133.14896, 145.68106, 308.82727, 367.70123]","[153.13377, 338.57425, 318.15717, 574.4552]",16-20,17,3,rule_based
office421,female,Office,dress,,,,,green,round_neck,below_knee,,zip,long,"[331.56903, 281.44547, 646.0768, 1220.7052]",,,26-30,26,1,rule_based
Travel407,female,Travel,,skirt,top_others,,white,white,off_shoulder,crop,full_length,pullover,short,,"[192.18507, 251.77206, 220.9019, 269.41653]","[152.04517, 363.46545, 261.11246, 637.4145]",31-40,37,2,random_check
dating (136),female,Dating,dress,,,,,multi,v_neck,thigh_length,,pullover,long,"[156.99512, 215.95685, 765.1939, 939.1402]",,,21-25,22,1,random_check
wedding (156),female,Wedding,dress,,,,,white,halter_neck,below_knee,,pullover,long,"[102.48919, 176.7618, 428.79193, 936.2354]",,,26-30,30,1,random_check
dating (292),female,Dating,,jeans,top_others,,blue,black,round_neck,crop,full_length,pullover,long,,"[426.14786, 333.63504, 741.41003, 610.36615]","[439.27777, 583.5323, 660.47125, 1153.9482]",21-25,21,2,rule_based
party (190),female,Party,,pants/trousers,top_others,,brown,brown,round_neck,hip_length,full_length,pullover,sleeveless,,"[280.67184, 322.28363, 438.09552, 491.62766]","[284.6063, 477.2445, 443.86414, 950.71906]",21-25,22,2,rule_based
Travel6,male,Travel,,jeans,t_shirt,blazer,navy,black,round_neck,hip_length,full_length,pullover,long,,"[83.12929, 128.6573, 308.07626, 386.33032]","[141.6609, 337.7423, 273.3081, 575.7499]",21-25,22,0,rule_based
dating (234),female,Dating,dress,,,,,multi,v_neck,below_knee,,pullover,short,"[137.37245, 252.0491, 716.439, 1294.1735]",,,31-40,39,1,rule_based
party (337),female,Party,,pants/trousers,top_others,,black,white,round_neck,hip_length,thigh_length,pullover,sleeveless,,"[240.29282, 201.56494, 476.9245, 536.61816]","[229.86636, 462.701, 572.378, 1119.1545]",26-30,27,2,rule_based
wedding (261),female,Wedding,dress,,,,,multi,v_neck,below_knee,,pullover,sleeveless,"[102.23977, 98.70187, 304.53104, 621.37286]",,,26-30,26,1,rule_based
prom324,female,Prom,dress,,,,,purple,off_shoulder,below_knee,,pullover,sleeveless,"[126.23779, 166.11273, 304.45572, 607.00903]",,,16-20,18,1,rule_based
dating (67),female,Dating,dress,,,,,black,off_shoulder,thigh_length,,pullover,short,"[407.4477, 223.43967, 783.0683, 987.3728]",,,31-40,40,1,rule_based
Sports88,male,Sports,,athletic_pants,sweatshirt_hoodies,,grey,grey,turtleneck,hip_length,full_length,zip,long,,"[193.18935, 58.21862, 362.5697, 313.15723]","[190.6857, 280.0274, 341.26657, 542.7032]",16-20,16,0,rule_based
dating (199),female,Dating,,skirt,shirt_blouse,,black,yellow,collar,hip_length,calf_length,pullover,short,,"[389.04016, 200.18105, 620.76733, 452.61786]","[332.43384, 447.11014, 656.7735, 866.8082]",21-25,23,0,rule_based
dating (20),female,Dating,dress,,,,,grey,off_shoulder,knee_length,,pullover,short,"[213.03427, 328.0176, 766.9862, 1303.2704]",,,31-40,37,1,rule_based
office428,female,Office,,skirt,top_others,,grey,pink,turtleneck,hip_length,thigh_length,pullover,three_quarter,,"[337.79684, 226.99911, 849.96704, 801.5365]","[454.40683, 614.41907, 713.4707, 874.4923]",26-30,26,2,rule_based
Travel424,male,Travel,,shorts,t_shirt,,white,purple,round_neck,hip_length,knee_length,pullover,short,,"[66.46685, 50.24012, 165.39499, 146.14069]","[75.648796, 136.15744, 150.55249, 218.79149]",31-40,37,0,rule_based
Travel460,female,Travel,,jeans,shirt_blouse,,blue,blue,collar,hip_length,full_length,button,short,,"[155.43578, 186.1789, 312.35013, 455.5582]","[163.82826, 348.9208, 303.00208, 639.0361]",31-40,32,2,rule_based
party (56),male,Party,,pants/trousers,shirt_blouse,coat,grey,grey,collar,hip_length,full_length,pullover,long,,"[65.69328, 53.383984, 159.97736, 176.45285]","[79.19334, 138.82439, 141.63687, 293.54767]",16-20,17,0,rule_based
wedding (235),female,Wedding,dress,,,,,multi,round_neck,below_knee,,pullover,short,"[159.15714, 184.22385, 338.30533, 567.0265]",,,31-40,35,1,rule_based
Travel337,female,Travel,,shorts,shirt_blouse,,white,blue,round_neck,crop,thigh_length,pullover,three_quarter,,"[350.73248, 337.74628, 633.1697, 649.7102]","[343.27832, 541.5531, 587.1562, 830.9689]",26-30,26,2,rule_based
party (88),male,Party,,pants/trousers,shirt_blouse,coat,black,navy,collar,hip_length,full_length,pullover,long,,"[179.51143, 236.45984, 554.74744, 727.3096]","[256.1836, 576.13165, 489.82318, 1108.5955]",16-20,16,0,rule_based
party (99),female,Party,jump_suit,,,,,red,v_neck,below_knee,,zip,long,"[185.26079, 145.96461, 545.5304, 977.96405]",,,16-20,19,1,rule_based
prom143,female,Prom,dress,,,,,black,v_neck,thigh_length,,pullover,sleeveless,"[240.95992, 226.70622, 358.56973, 433.04]",,,16-20,16,1,rule_based
Travel83,male,Travel,,jeans,t_shirt,jacket,black,black,round_neck,hip_length,full_length,pullover,long,,"[7.312069, 104.854095, 265.05978, 361.4941]","[89.31138, 329.1393, 256.16037, 612.3174]",21-25,21,0,rule_based
Travel432,male,Travel,,athletic_pants,t_shirt,,black,red,round_neck,hip_length,full_length,pullover,short,,"[37.217117, 115.86281, 233.07027, 359.50842]","[55.71818, 334.67908, 200.51645, 619.82916]",31-40,31,0,random_check
Sports119,male,Sports,,leggings,t_shirt,,black,navy,round_neck,hip_length,full_length,pullover,short,,"[215.8828, 99.072525, 466.2889, 375.83914]","[90.75108, 254.8776, 358.18442, 662.41046]",16-20,18,3,rule_based
dating (180),female,Dating,dress,,,,,orange,halter_neck,below_knee,,button,short,"[389.2083, 246.7523, 668.47565, 998.95575]",,,31-40,38,1,rule_based
Travel6,male,Travel,,jeans,t_shirt,blazer,navy,black,round_neck,hip_length,full_length,pullover,long,,"[83.12929, 128.6573, 308.07626, 386.33032]","[141.6609, 337.7423, 273.3081, 575.7499]",21-25,22,0,rule_based
Sports141,male,Sports,,shorts,t_shirt,,black,red,round_neck,hip_length,knee_length,pullover,short,,"[179.57228, 204.48772, 339.39816, 487.07898]","[170.01102, 452.0422, 323.8746, 607.9673]",16-20,16,3,rule_based
wedding (188),female,Wedding,dress,,,,,multi,v_neck,knee_length,,pullover,short,"[26.106237, 89.77672, 276.98187, 484.46872]",,,31-40,33,1,rule_based
party (8),female,Party,,shorts,top_others,,black,gold,v_neck,hip_length,thigh_length,pullover,sleeveless,,"[225.71193, 132.92131, 340.2522, 265.67017]","[234.2892, 231.94566, 359.9261, 349.9092]",26-30,29,1,rule_based
party (122),female,Party,dress,,,,,black,v_neck,below_knee,,zip,sleeveless,"[117.348946, 156.46205, 369.64865, 971.7638]",,,21-25,21,1,rule_based
prom091,male,Prom,,pants/trousers,shirt_blouse,blazer,grey,grey,collar,hip_length,full_length,button,long,,"[92.7068, 55.467228, 196.52806, 195.05861]","[100.65535, 165.04292, 179.44049, 328.44556]",16-20,19,0,rule_based
Sports138,male,Sports,,shorts,t_shirt,,black,pink,round_neck,hip_length,knee_length,pullover,short,,"[147.29219, 103.685524, 298.617, 222.98781]","[142.31964, 109.626015, 298.36398, 366.96048]",16-20,19,3,rule_based
office437,female,Office,dress,,,,,black,round_neck,knee_length,,zip,sleeveless,"[384.65955, 267.84445, 605.25385, 669.80597]",,,26-30,30,1,rule_based
wedding (191),female,Wedding,,skirt,shirt_blouse,cardigan,multi,multi,halter_neck,crop,full_length,pullover,short,,"[96.35831, 89.85196, 232.5034, 243.44957]","[55.60189, 130.56311, 391.0, 598.1001]",31-40,34,0,rule_based
prom358,female,Prom,dress,,,,,pink,off_shoulder,thigh_length,,pullover,sleeveless,"[11.785379, 233.98743, 441.95703, 625.6873]",,,16-20,18,1,random_check
Sports94,male,Sports,,athletic_pants,sweatshirt_hoodies,,black,grey,hooded,hip_length,full_length,pullover,long,,"[64.3638, 43.72522, 143.68877, 140.80629]","[76.18422, 139.74138, 134.19774, 223.48491]",16-20,16,0,rule_based
dating (466),male,Dating,,pants/trousers,t_shirt,,brown,blue,round_neck,hip_length,full_length,pullover,short,,"[181.63795, 241.92462, 398.97803, 490.02005]","[224.26534, 476.18497, 398.5249, 795.47504]",21-25,21,0,rule_based
Travel128,male,Travel,,shorts,shirt_blouse,,blue,black,collar,hip_length,knee_length,button,short,,"[89.56443, 144.23042, 242.55647, 331.42267]","[128.56197, 298.92264, 231.84816, 394.40057]",31-40,34,0,rule_based
wedding (114),male,Wedding,,pants/trousers,t_shirt,coat,grey,grey,collar,hip_length,full_length,button,long,,"[124.461555, 157.63036, 312.36566, 404.16742]","[175.57231, 316.49277, 317.92462, 637.6926]",26-30,27,0,rule_based
prom067,male,Prom,,pants/trousers,shirt_blouse,blazer,navy,navy,collar,hip_length,full_length,button,long,,"[581.7125, 456.6368, 1470.167, 1591.3707]","[686.587, 1356.6604, 1301.336, 2780.554]",16-20,16,0,rule_based
office080,male,Office,,pants/trousers,sweater,blazer,navy,black,collar,hip_length,full_length,pullover,long,,"[153.23251, 204.91168, 516.46185, 635.74677]","[210.57077, 553.67346, 438.94092, 1042.2284]",26-30,26,0,random_check
party (42),female,Party,,athletic_pants,top_others,,black,black,v_neck,hip_length,full_length,pullover,sleeveless,,"[271.85184, 133.73225, 383.96906, 277.91943]","[256.57922, 278.33646, 407.13507, 568.242]",21-25,23,3,random_check
office150,male,Office,,jeans,sweater,,black,brown,round_neck,hip_length,full_length,pullover,long,,"[268.08072, 165.3608, 544.9882, 551.8436]","[311.83667, 531.38367, 512.4116, 1013.1007]",31-40,32,0,random_check
Travel249,female,Travel,dress,,,,,pink,v_neck,thigh_length,,pullover,short,"[355.30286, 514.6541, 598.4782, 979.60724]",,,31-40,38,1,rule_based
wedding (324),female,Wedding,dress,,,,,multi,v_neck,below_knee,,pullover,short,"[25.300386, 157.62607, 419.59937, 820.75464]",,,31-40,34,1,random_check
wedding (126),male,Wedding,,pants/trousers,shirt_blouse,coat,white,multi,collar,hip_length,full_length,button,long,,"[112.32559, 211.45168, 284.36078, 443.5441]","[136.47224, 369.14145, 250.95374, 629.25415]",16-20,17,0,rule_based
party (346),male,Party,,pants/trousers,shirt_blouse,coat,purple,purple,collar,hip_length,full_length,button,long,,"[105.153496, 57.808838, 241.28001, 203.18306]","[124.652145, 153.42728, 216.06555, 361.63702]",21-25,21,0,rule_based
Sports167,male,Sports,,athletic_pants,tank_top,,black,black,round_neck,hip_length,full_length,pullover,sleeveless,,"[75.38367, 39.926178, 127.29297, 128.59157]","[74.08854, 123.35536, 141.58891, 227.18001]",16-20,17,3,rule_based
wedding (325),female,Wedding,dress,,,,,pink,off_shoulder,below_knee,,pullover,sleeveless,"[49.97682, 145.28659, 178.10867, 458.9526]",,,26-30,29,1,rule_based
Travel416,male,Travel,,athletic_pants,t_shirt,,grey,white,round_neck,hip_length,full_length,pullover,short,,"[165.22324, 129.25067, 306.90692, 342.75177]","[155.57658, 319.46674, 288.71228, 591.1702]",31-40,38,2,random_check
