image,gender,occasion,full_body,lower_body,upper_body,outerwear,colour_bottom,colour_top,neckline,upper_body_length,lower_body_length,closure_type,sleeve_length,full_body_bbox,upper_body_bbox,lower_body_bbox
Travel130,male,Travel,nan,pants/trousers,shirt_blouse,nan,brown,white,collar,hip_length,full_length,button,three_quarter,nan,"[139.39816, 155.46396, 280.3364, 372.82028]","[169.38899, 339.2879, 311.67172, 585.6906]"
Travel131,male,Travel,nan,shorts,t_shirt,jacket,brown,blue,v_neck,hip_length,full_length,pullover,three_quarter,nan,"[53.478565, 299.10718, 411.0772, 698.6192]","[116.01407, 669.3757, 334.12173, 874.69745]"
Travel132,male,Travel,nan,shorts,t_shirt,nan,black,white,round_neck,hip_length,knee_length,pullover,short,nan,"[114.18249, 246.88702, 338.35526, 461.83682]","[144.85594, 457.55865, 316.01968, 670.57715]"
Travel133,male,Travel,nan,shorts,shirt_blouse,nan,white,black,collar,hip_length,knee_length,button,short,nan,"[160.80986, 140.7629, 325.04944, 374.31943]","[156.36417, 219.99187, 286.02185, 436.35806]"
Travel134,male,Travel,nan,jeans,sweatshirt_hoodies,jacket,black,blue,hooded,hip_length,full_length,pullover,long,nan,"[166.13593, 119.63737, 354.73895, 336.96112]","[205.95273, 313.86786, 330.46432, 602.93445]"
Travel135,female,Travel,nan,skirt,top_others,nan,multi,white,halter_neck,crop,full_length,pullover,sleeveless,nan,"[139.73128, 134.23491, 249.50813, 282.55975]","[118.49732, 276.3972, 254.27821, 700.3101]"
Travel136,male,Travel,nan,shorts,t_shirt,nan,grey,brown,round_neck,hip_length,thigh_length,pullover,short,nan,"[239.35474, 215.65128, 415.92773, 398.93893]","[230.52817, 378.94083, 416.1926, 491.16455]"
Travel137,male,Travel,nan,shorts,t_shirt,nan,green,green,collar,hip_length,knee_length,pullover,short,nan,"[121.86733, 314.64386, 235.93665, 454.00647]","[135.91347, 442.3033, 237.6774, 540.20056]"
Travel138,female,Travel,nan,jeans,t_shirt,nan,navy,black,round_neck,hip_length,full_length,pullover,short,nan,"[104.799324, 148.24751, 351.95248, 500.5793]","[143.81497, 393.1291, 317.13544, 766.95465]"
Travel139,female,Travel,nan,athletic_pants,t_shirt,coat,black,white,round_neck,hip_length,full_length,pullover,long,nan,"[144.20616, 185.93626, 319.94247, 385.34088]","[157.8567, 356.08606, 303.29056, 606.73627]"
Travel140,female,Travel,dress,nan,nan,jacket,nan,white,round_neck,thigh_length,nan,pullover,long,"[128.39224, 311.43988, 274.9868, 455.13068]",nan,nan
Travel141,male,Travel,nan,pants/trousers,shirt_blouse,nan,brown,multi,collar,hip_length,full_length,button,long,nan,"[126.26827, 121.333626, 275.1186, 299.08682]","[155.85316, 276.3865, 349.80347, 517.47815]"
Travel142,male,Travel,nan,shorts,t_shirt,jacket,navy,blue,collar,hip_length,knee_length,button,three_quarter,nan,"[195.24515, 134.48534, 432.66263, 389.33173]","[268.7325, 202.48598, 375.71622, 401.8143]"
Travel143,female,Travel,nan,shorts,shirt_blouse,nan,grey,white,collar,hip_length,thigh_length,button,short,nan,"[169.2273, 169.0598, 322.81042, 308.05826]","[182.23323, 297.11707, 309.54623, 434.3495]"
Travel144,male,Travel,nan,pants/trousers,shirt_blouse,blazer,blue,white,collar,hip_length,full_length,button,long,nan,"[143.88078, 122.954315, 325.85577, 338.78412]","[147.88994, 294.8857, 295.8273, 569.6707]"
Travel145,female,Travel,nan,athletic_pants,sweatshirt_hoodies,nan,black,red,round_neck,hip_length,full_length,zip,long,nan,"[182.07646, 140.39792, 357.01913, 342.90472]","[212.5296, 307.6402, 312.39297, 512.8079]"
Travel146,male,Travel,nan,jeans,shirt_blouse,vest_waistcoat,navy,green,collar,hip_length,full_length,button,three_quarter,nan,"[130.96292, 119.00466, 330.94473, 326.82095]","[137.96095, 319.4777, 264.93378, 609.60205]"
Travel147,male,Travel,nan,pants/trousers,shirt_blouse,coat,orange,brown,collar,hip_length,full_length,button,long,nan,"[106.97914, 110.07918, 326.1961, 421.71506]","[153.45026, 316.18738, 279.2299, 625.5712]"
Travel148,male,Travel,nan,shorts,shirt_blouse,nan,white,navy,collar,hip_length,knee_length,button,short,nan,"[148.95395, 128.74782, 336.81912, 367.47427]","[174.64711, 349.54327, 366.0104, 492.3131]"
Travel149,female,Travel,nan,leggings,t_shirt,jacket,navy,green,round_neck,hip_length,full_length,pullover,long,nan,"[165.5315, 159.2695, 277.0639, 316.44562]","[156.6705, 323.5682, 269.52835, 507.62198]"
Travel150,male,Travel,nan,shorts,t_shirt,nan,blue,white,round_neck,hip_length,thigh_length,pullover,short,nan,"[171.52864, 7.35116, 293.5989, 91.17044]","[160.97864, 107.039566, 341.95428, 329.75488]"
Travel151,male,Travel,nan,pants/trousers,shirt_blouse,nan,black,multi,collar,hip_length,calf_length,button,short,nan,"[122.83217, 84.82072, 351.26425, 284.47754]","[167.83493, 275.176, 330.46896, 538.0887]"
Travel152,female,Travel,dress,nan,nan,jacket,nan,blue,round_neck,knee_length,nan,pullover,three_quarter,"[124.995155, 144.9515, 391.7189, 630.4228]",nan,nan
Travel153,male,Travel,nan,pants/trousers,sweatshirt_hoodies,coat,pink,yellow,hooded,hip_length,full_length,pullover,long,nan,"[129.45085, 169.11407, 312.7998, 457.41437]","[169.51549, 341.67392, 283.41742, 575.7269]"
Travel154,male,Travel,nan,athletic_pants,t_shirt,jacket,black,black,round_neck,hip_length,full_length,pullover,long,nan,"[118.76106, 112.33789, 345.83875, 352.3286]","[165.345, 303.0769, 285.91647, 529.14136]"
Travel155,male,Travel,nan,pants/trousers,t_shirt,nan,red,grey,round_neck,hip_length,full_length,pullover,short,nan,"[148.15416, 105.82689, 338.5825, 349.8046]","[181.49371, 322.0416, 323.92215, 567.3053]"
Travel156,female,Travel,nan,shorts,t_shirt,nan,white,grey,round_neck,hip_length,thigh_length,pullover,short,nan,"[166.78319, 191.61896, 328.713, 396.15604]","[4.8361897, 358.61957, 150.94438, 530.83246]"
Travel157,male,Travel,nan,pants/trousers,shirt_blouse,nan,white,white,collar,hip_length,full_length,button,three_quarter,nan,"[137.0664, 157.89677, 313.71143, 349.0371]","[186.48834, 314.78845, 290.277, 523.25476]"
Travel158,female,Travel,nan,shorts,top_others,nan,red,black,round_neck,hip_length,thigh_length,pullover,sleeveless,nan,"[162.17386, 231.25911, 273.40543, 431.37112]","[103.11663, 429.64624, 185.76253, 649.86224]"
Travel159,male,Travel,nan,pants/trousers,t_shirt,nan,purple,white,round_neck,hip_length,full_length,pullover,short,nan,"[118.48998, 88.62816, 342.35065, 264.70877]","[93.287964, 247.02351, 325.15082, 439.3348]"
Travel160,male,Travel,nan,shorts,shirt_blouse,nan,white,blue,collar,hip_length,knee_length,button,short,nan,"[113.15367, 217.38243, 333.27872, 455.4622]","[90.46017, 426.3241, 275.9881, 530.95496]"
Travel161,male,Travel,nan,pants/trousers,shirt_blouse,nan,brown,blue,collar,hip_length,full_length,button,three_quarter,nan,"[146.30252, 148.7263, 306.24362, 291.26932]","[192.00928, 289.94492, 294.7443, 500.86557]"
Travel162,female,Travel,dress,nan,nan,nan,nan,blue,v_neck,knee_length,nan,pullover,short,"[91.178566, 351.79916, 192.40526, 564.4311]",nan,nan
Travel163,male,Travel,nan,jeans,t_shirt,blazer,navy,grey,round_neck,hip_length,full_length,pullover,long,nan,"[186.73811, 190.418, 321.42624, 368.59857]","[126.50997, 334.788, 209.80905, 575.0261]"
Travel164,male,Travel,nan,shorts,tank_top,nan,red,white,round_neck,hip_length,thigh_length,pullover,sleeveless,nan,"[221.77951, 303.01874, 334.758, 509.79227]","[220.19351, 492.083, 332.82745, 544.57733]"
Travel165,male,Travel,nan,jeans,t_shirt,nan,blue,white,round_neck,hip_length,full_length,pullover,short,nan,"[148.71991, 92.52816, 315.56155, 287.9092]","[160.72583, 270.7105, 278.87482, 527.9093]"
Travel166,male,Travel,nan,shorts,t_shirt,nan,white,purple,collar,hip_length,knee_length,pullover,short,nan,"[205.65935, 227.07045, 333.03546, 378.63577]","[230.79405, 364.42456, 327.57385, 436.30914]"
Travel167,female,Travel,nan,shorts,top_others,nan,blue,red,off_shoulder,hip_length,extra_short,pullover,short,nan,"[143.17409, 140.20874, 254.13905, 231.46608]","[184.75674, 225.92873, 248.66777, 290.21582]"
Travel168,male,Travel,nan,pants/trousers,sweater,nan,white,silver,round_neck,hip_length,full_length,pullover,long,nan,"[181.90764, 74.68265, 411.7249, 310.92596]","[115.18255, 263.68536, 440.38266, 500.98923]"
Travel169,male,Travel,nan,jeans,t_shirt,nan,grey,white,round_neck,hip_length,full_length,pullover,short,nan,"[126.99026, 273.8968, 417.21112, 613.9864]","[166.25838, 566.8532, 367.41116, 896.4164]"
Travel170,male,Travel,nan,shorts,shirt_blouse,nan,green,blue,collar,hip_length,knee_length,button,short,nan,"[122.62689, 199.71742, 366.32376, 511.20734]","[175.48776, 467.43542, 340.99942, 617.33856]"
Travel171,male,Travel,nan,shorts,t_shirt,nan,white,black,round_neck,hip_length,full_length,pullover,short,nan,"[183.59767, 107.38362, 395.1947, 381.2838]","[206.04561, 348.41492, 366.87766, 504.87543]"
Travel172,male,Travel,nan,shorts,t_shirt,nan,red,green,v_neck,hip_length,full_length,pullover,short,nan,"[185.92516, 154.19125, 473.1546, 495.67822]","[213.29373, 444.73004, 440.38815, 728.0455]"
Travel173,female,Travel,nan,athletic_pants,top_others,coat,black,red,round_neck,crop,full_length,pullover,long,nan,"[7.238483, 81.409615, 421.6346, 459.5353]","[94.50899, 316.14185, 333.88785, 669.0046]"
Travel174,female,Travel,dress,nan,nan,nan,nan,multi,turtleneck,thigh_length,nan,pullover,long,"[440.24548, 512.8294, 753.479, 857.81006]",nan,nan
Travel175,male,Travel,nan,athletic_pants,nan,coat,black,black,hooded,hip_length,full_length,button,long,nan,"[627.2123, 551.7433, 893.8783, 1070.1531]","[648.6049, 728.7638, 871.2375, 1194.1376]"
Travel176,female,Travel,nan,pants/trousers,top_others,nan,purple,purple,off_shoulder,crop,full_length,pullover,sleeveless,nan,"[467.94376, 651.4003, 646.5659, 1156.9912]","[623.091, 868.8825, 705.7513, 1029.2485]"
Travel177,female,Travel,nan,leggings,top_others,jacket,yellow,yellow,round_neck,crop,calf_length,zip,long,nan,"[139.46246, 255.80878, 627.7349, 828.83417]","[157.68867, 426.18872, 646.2847, 1083.9634]"
Travel178,female,Travel,jump_suit,nan,nan,nan,nan,black,round_neck,thigh_length,full_length,pullover,short,"[485.6338, 373.9669, 802.3335, 1070.1235]",nan,nan
Travel179,male,Travel,nan,shorts,shirt_blouse,nan,white,blue,collar,hip_length,knee_length,button,short,nan,"[87.5068, 134.04366, 385.92422, 534.6121]","[101.08141, 471.28287, 333.02655, 687.64136]"
Travel180,female,Travel,nan,leggings,top_others,nan,black,green,round_neck,hip_length,full_length,pullover,sleeveless,nan,"[338.03378, 506.10672, 617.3357, 973.0433]","[399.21823, 843.2612, 703.4606, 1193.7894]"
Travel181,female,Travel,dress,nan,nan,coat,nan,white,round_neck,below_knee,nan,pullover,long,"[281.71597, 670.2877, 503.99515, 1135.6654]",nan,nan
Travel182,female,Travel,nan,athletic_pants,tank_top,nan,brown,brown,round_neck,hip_length,calf_length,pullover,sleeveless,nan,"[185.91415, 570.78986, 446.38983, 1281.9683]","[416.36987, 577.1057, 707.913, 1091.7837]"
Travel183,female,Travel,jump_suit,nan,nan,nan,nan,red,round_neck,below_knee,nan,pullover,sleeveless,"[149.6553, 260.63266, 385.44092, 779.84863]",nan,nan
Travel184,female,Travel,nan,shorts,shirt_blouse,nan,white,yellow,collar,hip_length,extra_short,button,long,nan,"[134.94696, 113.057, 312.08224, 302.09253]","[126.5404, 137.81854, 203.97366, 386.64874]"
Travel185,female,Travel,nan,pants/trousers,sweater,nan,white,white,round_neck,crop,full_length,pullover,long,nan,"[323.02594, 468.46082, 698.21124, 805.9801]","[382.42435, 635.869, 701.43, 1180.7163]"
Travel186,female,Travel,nan,shorts,sweater,nan,white,grey,round_neck,hip_length,thigh_length,pullover,long,nan,"[270.54178, 311.53204, 624.6179, 886.369]","[217.51762, 763.71063, 455.76236, 1276.0956]"
Travel187,female,Travel,dress,nan,nan,nan,nan,white,round_neck,thigh_length,nan,pullover,three_quarter,"[340.28818, 205.22922, 646.458, 608.46606]",nan,nan
Travel188,female,Travel,dress,nan,nan,nan,nan,black,v_neck,thigh_length,nan,pullover,long,"[370.96005, 110.78936, 756.38727, 764.85376]",nan,nan
Travel189,female,Travel,dress,nan,nan,nan,nan,green,v_neck,thigh_length,nan,pullover,short,"[465.0979, 528.1604, 1192.3352, 1594.7102]",nan,nan
Travel190,male,Travel,nan,athletic_pants,t_shirt,nan,black,black,round_neck,hip_length,full_length,pullover,short,nan,"[425.2065, 320.8961, 816.17535, 822.37555]","[455.49677, 790.4743, 762.0545, 1138.3434]"
Travel191,female,Travel,nan,jeans,shirt_blouse,nan,navy,brown,round_neck,hip_length,full_length,button,short,nan,"[629.1967, 581.66296, 775.9814, 873.7782]","[480.9282, 731.0002, 674.555, 1187.553]"
Travel192,female,Travel,nan,leggings,nan,coat,black,black,round_neck,hip_length,full_length,pullover,long,nan,"[246.595, 150.52002, 706.4383, 913.88745]","[317.12277, 779.30566, 606.8019, 1146.2263]"
Travel193,female,Travel,nan,jeans,t_shirt,blazer,blue,white,round_neck,hip_length,full_length,pullover,long,nan,"[300.6305, 202.06137, 670.67773, 665.6751]","[241.25627, 503.13516, 766.2446, 902.9017]"
Travel194,female,Travel,nan,skirt,top_others,nan,blue,green,halter_neck,crop,calf_length,pullover,sleeveless,nan,"[118.89309, 161.78087, 177.54799, 229.82068]","[95.61328, 219.6405, 210.05243, 374.6595]"
Travel195,female,Travel,nan,shorts,shirt_blouse,nan,blue,black,collar,hip_length,thigh_length,button,three_quarter,nan,"[349.31082, 183.33522, 674.621, 520.92303]","[400.41818, 455.26505, 663.073, 636.7295]"
Travel196,female,Travel,dress,nan,nan,nan,nan,white,v_neck,below_knee,nan,pullover,sleeveless,"[376.98874, 258.07385, 679.43225, 828.55286]",nan,nan
Travel197,female,Travel,jump_suit,nan,nan,nan,nan,black,off_shoulder,below_knee,nan,pullover,long,"[409.56232, 217.70909, 696.6493, 952.5329]",nan,nan
Travel198,female,Travel,nan,pants/trousers,sweater,nan,white,black,round_neck,crop,full_length,pullover,long,nan,"[287.71796, 249.94858, 697.8038, 705.5791]","[358.82553, 512.6082, 691.7128, 1161.49]"
Travel199,female,Travel,nan,pants/trousers,t_shirt,nan,blue,white,round_neck,hip_length,full_length,pullover,short,nan,"[189.4853, 107.95722, 333.9251, 258.50473]","[168.91736, 253.5186, 362.88937, 612.4909]"
Travel200,female,Travel,nan,leggings,shirt_blouse,nan,black,white,collar,thigh_length,full_length,button,long,nan,"[381.85007, 163.42186, 683.25214, 636.6508]","[459.0552, 607.0971, 675.01385, 922.7163]"
Travel201,female,Travel,dress,nan,nan,nan,nan,pink,v_neck,below_knee,nan,pullover,sleeveless,"[453.20212, 407.02765, 742.87573, 1037.8107]",nan,nan
Travel202,female,Travel,nan,shorts,top_others,nan,orange,green,v_neck,hip_length,thigh_length,pullover,sleeveless,nan,"[447.73538, 311.7538, 644.1529, 534.53485]","[431.30087, 523.17834, 665.3132, 796.9223]"
Travel203,female,Travel,nan,jeans,top_others,jacket,black,yellow,round_neck,hip_length,full_length,pullover,long,nan,"[405.4424, 519.7466, 707.29144, 875.64655]","[466.72305, 771.33386, 636.73193, 1160.0826]"
Travel204,female,Travel,nan,skirt,top_others,jacket,white,black,round_neck,hip_length,knee_length,pullover,long,nan,"[366.1845, 314.77942, 746.787, 746.471]","[342.16205, 599.73096, 668.23694, 854.01294]"
Travel205,female,Travel,nan,jeans,top_others,coat,black,white,round_neck,thigh_length,full_length,pullover,long,nan,"[403.05737, 447.25266, 659.3683, 970.6573]","[441.70984, 868.61255, 591.5786, 1161.9043]"
Travel206,female,Travel,dress,nan,nan,nan,nan,green,off_shoulder,thigh_length,nan,pullover,short,"[208.72806, 326.43274, 460.87994, 615.4173]",nan,nan
Travel207,female,Travel,dress,nan,nan,jacket,nan,blue,v_neck,thigh_length,nan,pullover,long,"[466.17657, 459.74457, 666.1854, 733.0654]",nan,nan
Travel208,female,Travel,nan,leggings,shirt_blouse,nan,multi,black,collar,thigh_length,full_length,button,long,nan,"[378.71954, 167.75171, 679.33575, 627.80194]","[448.99695, 593.02057, 678.9648, 924.26624]"
Travel209,female,Travel,nan,skirt,top_others,nan,blue,blue,off_shoulder,crop,calf_length,pullover,sleeveless,nan,"[313.52664, 428.6575, 533.75476, 849.6837]","[269.6537, 671.86334, 397.26642, 960.5147]"
Travel210,female,Travel,nan,athletic_pants,t_shirt,coat,pink,white,round_neck,hip_length,full_length,pullover,long,nan,"[459.221, 376.49823, 622.2616, 610.3488]","[476.10306, 497.1057, 612.25134, 863.44366]"
Travel211,female,Travel,nan,pants/trousers,shirt_blouse,nan,brown,white,collar,hip_length,full_length,button,long,nan,"[428.38095, 281.4581, 1053.7642, 782.7587]","[421.57227, 710.77765, 961.18304, 1317.4592]"
Travel212,female,Travel,nan,skirt,top_others,nan,green,black,halter_neck,hip_length,calf_length,pullover,sleeveless,nan,"[436.52066, 265.84738, 527.58386, 607.2042]","[462.63443, 367.58258, 696.92554, 857.55035]"
Travel213,female,Travel,nan,leggings,shirt_blouse,coat,black,blue,collar,thigh_length,full_length,button,long,nan,"[109.01862, 176.28784, 712.4432, 1110.1913]","[288.0665, 925.4896, 417.7047, 1181.7134]"
Travel214,female,Travel,dress,nan,nan,nan,nan,green,round_neck,below_knee,nan,button,sleeveless,"[352.4357, 274.29245, 629.8724, 819.8653]",nan,nan
Travel215,female,Travel,nan,jeans,t_shirt,nan,blue,white,round_neck,hip_length,calf_length,pullover,short,nan,"[397.3808, 176.27731, 694.9991, 514.7171]","[434.0029, 463.1689, 676.7525, 937.7144]"
Travel216,female,Travel,nan,shorts,shirt_blouse,nan,black,black,v_neck,hip_length,thigh_length,pullover,long,nan,"[341.46414, 271.49545, 733.0292, 842.12726]","[243.75221, 817.7639, 470.98843, 1297.4453]"
Travel217,female,Travel,nan,jeans,t_shirt,jacket,blue,black,round_neck,hip_length,full_length,pullover,long,nan,"[499.8067, 518.39465, 859.1253, 926.72156]","[492.0821, 790.7762, 771.4424, 1245.8937]"
Travel218,female,Travel,jump_suit,nan,nan,nan,nan,orange,collar,below_knee,nan,zip,long,"[160.91359, 387.96573, 633.6725, 853.4631]",nan,nan
Travel219,female,Travel,dress,nan,t_shirt,nan,nan,red,round_neck,thigh_length,nan,zip,long,"[428.37848, 284.5784, 787.3673, 885.9576]",nan,nan
Travel220,female,Travel,nan,pants/trousers,tank_top,nan,blue,black,round_neck,crop,full_length,pullover,sleeveless,nan,"[354.8648, 304.9377, 561.9885, 649.17706]","[405.5256, 525.2839, 698.1128, 1279.0]"
Travel221,female,Travel,nan,jeans,shirt_blouse,nan,grey,multi,collar,hip_length,full_length,button,three_quarter,nan,"[324.88986, 223.15822, 702.8456, 649.3294]","[243.02678, 635.2964, 695.11066, 1299.1827]"
Travel222,female,Travel,nan,shorts,top_others,cardigan,blue,pink,v_neck,hip_length,extra_short,pullover,sleeveless,nan,"[802.0841, 416.43747, 1421.1682, 1256.5242]","[1322.1624, 729.6412, 1481.8187, 1291.718]"
Travel223,female,Travel,nan,shorts,tank_top,nan,red,white,round_neck,crop,extra_short,pullover,sleeveless,nan,"[260.4333, 497.19205, 463.42273, 743.89764]","[261.73154, 738.59674, 491.23624, 970.0222]"
Travel224,female,Travel,nan,jeans,nan,coat,blue,grey,round_neck,hip_length,full_length,zip,long,nan,"[227.81995, 185.40009, 398.2859, 386.0822]","[264.83008, 382.07727, 347.80368, 498.58875]"
Travel225,female,Travel,nan,jeans,shirt_blouse,nan,blue,multi,round_neck,hip_length,full_length,button,short,nan,"[290.2872, 190.29495, 749.61334, 661.02893]","[214.53795, 632.011, 691.90894, 1220.0869]"
Travel226,female,Travel,dress,nan,nan,nan,pink,pink,round_neck,below_knee,nan,button,three_quarter,"[498.10886, 316.10187, 815.4266, 908.69745]",nan,nan
